CBSA Code,Metro Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County,State Abbreviation
10100,,,"Aberdeen, SD",Micropolitan Statistical Area,,,Brown County,South Dakota,46,013,Central,SD
10100,,,"Aberdeen, SD",Micropolitan Statistical Area,,,Edmunds County,South Dakota,46,045,Outlying,SD
10140,,,"Aberdeen, WA",Micropolitan Statistical Area,,,Grays Harbor County,Washington,53,027,Central,WA
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Callahan County,Texas,48,059,Outlying,TX
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Jones County,Texas,48,253,Outlying,TX
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Taylor County,Texas,48,441,Central,TX
10220,,,"Ada, OK",Micropolitan Statistical Area,,,Pontotoc County,Oklahoma,40,123,Central,OK
10260,,434,"Adjuntas, PR",Micropolitan Statistical Area,,"Ponce-Coamo-Santa Isabel, PR",Adjuntas Municipio,Puerto Rico,72,001,Central,PR
10300,,220,"Adrian, MI",Micropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Lenawee County,Michigan,26,091,Central,MI
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Aguada Municipio,Puerto Rico,72,003,Central,PR
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Aguadilla Municipio,Puerto Rico,72,005,Central,PR
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Añasco Municipio,Puerto Rico,72,011,Central,PR
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Isabela Municipio,Puerto Rico,72,071,Central,PR
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Lares Municipio,Puerto Rico,72,081,Central,PR
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Moca Municipio,Puerto Rico,72,099,Central,PR
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Rincón Municipio,Puerto Rico,72,117,Central,PR
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,San Sebastián Municipio,Puerto Rico,72,131,Central,PR
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Utuado Municipio,Puerto Rico,72,141,Central,PR
10420,,184,"Akron, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Portage County,Ohio,39,133,Central,OH
10420,,184,"Akron, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Summit County,Ohio,39,153,Central,OH
10460,,,"Alamogordo, NM",Micropolitan Statistical Area,,,Otero County,New Mexico,35,035,Central,NM
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Baker County,Georgia,13,007,Outlying,GA
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Dougherty County,Georgia,13,095,Central,GA
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Lee County,Georgia,13,177,Central,GA
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Terrell County,Georgia,13,273,Outlying,GA
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Worth County,Georgia,13,321,Outlying,GA
10540,,440,"Albany, OR",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Linn County,Oregon,41,043,Central,OR
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Albany County,New York,36,001,Central,NY
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Rensselaer County,New York,36,083,Central,NY
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Saratoga County,New York,36,091,Central,NY
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Schenectady County,New York,36,093,Central,NY
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Schoharie County,New York,36,095,Outlying,NY
10620,,172,"Albemarle, NC",Micropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Stanly County,North Carolina,37,167,Central,NC
10660,,,"Albert Lea, MN",Micropolitan Statistical Area,,,Freeborn County,Minnesota,27,047,Central,MN
10700,,290,"Albertville, AL",Micropolitan Statistical Area,,"Huntsville-Decatur-Albertville, AL",Marshall County,Alabama,01,095,Central,AL
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Bernalillo County,New Mexico,35,001,Central,NM
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Sandoval County,New Mexico,35,043,Central,NM
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Torrance County,New Mexico,35,057,Outlying,NM
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Valencia County,New Mexico,35,061,Outlying,NM
10780,,,"Alexandria, LA",Metropolitan Statistical Area,,,Grant Parish,Louisiana,22,043,Outlying,LA
10780,,,"Alexandria, LA",Metropolitan Statistical Area,,,Rapides Parish,Louisiana,22,079,Central,LA
10820,,,"Alexandria, MN",Micropolitan Statistical Area,,,Douglas County,Minnesota,27,041,Central,MN
10860,,204,"Alice, TX",Micropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Jim Wells County,Texas,48,249,Central,TX
10900,,408,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Warren County,New Jersey,34,041,Central,NJ
10900,,408,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Carbon County,Pennsylvania,42,025,Central,PA
10900,,408,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Lehigh County,Pennsylvania,42,077,Central,PA
10900,,408,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Northampton County,Pennsylvania,42,095,Central,PA
10940,,394,"Alma, MI",Micropolitan Statistical Area,,"Mount Pleasant-Alma, MI",Gratiot County,Michigan,26,057,Central,MI
10980,,,"Alpena, MI",Micropolitan Statistical Area,,,Alpena County,Michigan,26,007,Central,MI
11020,,,"Altoona, PA",Metropolitan Statistical Area,,,Blair County,Pennsylvania,42,013,Central,PA
11060,,,"Altus, OK",Micropolitan Statistical Area,,,Jackson County,Oklahoma,40,065,Central,OK
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Armstrong County,Texas,48,011,Outlying,TX
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Carson County,Texas,48,065,Outlying,TX
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Oldham County,Texas,48,359,Outlying,TX
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Potter County,Texas,48,375,Central,TX
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Randall County,Texas,48,381,Central,TX
11140,,,"Americus, GA",Micropolitan Statistical Area,,,Schley County,Georgia,13,249,Outlying,GA
11140,,,"Americus, GA",Micropolitan Statistical Area,,,Sumter County,Georgia,13,261,Central,GA
11180,,218,"Ames, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Story County,Iowa,19,169,Central,IA
11220,,104,"Amsterdam, NY",Micropolitan Statistical Area,,"Albany-Schenectady, NY",Montgomery County,New York,36,057,Central,NY
11260,,,"Anchorage, AK",Metropolitan Statistical Area,,,Anchorage Municipality,Alaska,02,020,Central,AK
11260,,,"Anchorage, AK",Metropolitan Statistical Area,,,Matanuska-Susitna Borough,Alaska,02,170,Outlying,AK
11380,,,"Andrews, TX",Micropolitan Statistical Area,,,Andrews County,Texas,48,003,Central,TX
11420,,258,"Angola, IN",Micropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",Steuben County,Indiana,18,151,Central,IN
11460,,220,"Ann Arbor, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Washtenaw County,Michigan,26,161,Central,MI
11500,,,"Anniston-Oxford-Jacksonville, AL",Metropolitan Statistical Area,,,Calhoun County,Alabama,01,015,Central,AL
11540,,118,"Appleton, WI",Metropolitan Statistical Area,,"Appleton-Oshkosh-Neenah, WI",Calumet County,Wisconsin,55,015,Central,WI
11540,,118,"Appleton, WI",Metropolitan Statistical Area,,"Appleton-Oshkosh-Neenah, WI",Outagamie County,Wisconsin,55,087,Central,WI
11580,,412,"Arcadia, FL",Micropolitan Statistical Area,,"North Port-Sarasota, FL",DeSoto County,Florida,12,027,Central,FL
11620,,,"Ardmore, OK",Micropolitan Statistical Area,,,Carter County,Oklahoma,40,019,Central,OK
11640,,490,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Arecibo Municipio,Puerto Rico,72,013,Central,PR
11640,,490,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Camuy Municipio,Puerto Rico,72,027,Central,PR
11640,,490,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Hatillo Municipio,Puerto Rico,72,065,Central,PR
11640,,490,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Quebradillas Municipio,Puerto Rico,72,115,Central,PR
11660,,,"Arkadelphia, AR",Micropolitan Statistical Area,,,Clark County,Arkansas,05,019,Central,AR
11680,,556,"Arkansas City-Winfield, KS",Micropolitan Statistical Area,,"Wichita-Arkansas City-Winfield, KS",Cowley County,Kansas,20,035,Central,KS
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Buncombe County,North Carolina,37,021,Central,NC
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Haywood County,North Carolina,37,087,Central,NC
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Henderson County,North Carolina,37,089,Central,NC
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Madison County,North Carolina,37,115,Outlying,NC
11740,,360,"Ashland, OH",Micropolitan Statistical Area,,"Mansfield-Ashland-Bucyrus, OH",Ashland County,Ohio,39,005,Central,OH
11780,,184,"Ashtabula, OH",Micropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Ashtabula County,Ohio,39,007,Central,OH
11820,,,"Astoria, OR",Micropolitan Statistical Area,,,Clatsop County,Oregon,41,007,Central,OR
11860,,312,"Atchison, KS",Micropolitan Statistical Area,,"Kansas City-Overland Park-Kansas City, MO-KS",Atchison County,Kansas,20,005,Central,KS
11900,,,"Athens, OH",Micropolitan Statistical Area,,,Athens County,Ohio,39,009,Central,OH
11940,,174,"Athens, TN",Micropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",McMinn County,Tennessee,47,107,Central,TN
11980,,206,"Athens, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Henderson County,Texas,48,213,Central,TX
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Clarke County,Georgia,13,059,Central,GA
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Madison County,Georgia,13,195,Outlying,GA
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Oconee County,Georgia,13,219,Central,GA
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Oglethorpe County,Georgia,13,221,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Barrow County,Georgia,13,013,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Bartow County,Georgia,13,015,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Butts County,Georgia,13,035,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Carroll County,Georgia,13,045,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Cherokee County,Georgia,13,057,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Clayton County,Georgia,13,063,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Cobb County,Georgia,13,067,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Coweta County,Georgia,13,077,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Dawson County,Georgia,13,085,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",DeKalb County,Georgia,13,089,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Douglas County,Georgia,13,097,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Fayette County,Georgia,13,113,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Forsyth County,Georgia,13,117,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Fulton County,Georgia,13,121,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Gwinnett County,Georgia,13,135,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Haralson County,Georgia,13,143,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Heard County,Georgia,13,149,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Henry County,Georgia,13,151,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Jasper County,Georgia,13,159,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Lamar County,Georgia,13,171,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Meriwether County,Georgia,13,199,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Morgan County,Georgia,13,211,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Newton County,Georgia,13,217,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Paulding County,Georgia,13,223,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Pickens County,Georgia,13,227,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Pike County,Georgia,13,231,Outlying,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Rockdale County,Georgia,13,247,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Spalding County,Georgia,13,255,Central,GA
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Walton County,Georgia,13,297,Central,GA
12100,,428,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Atlantic County,New Jersey,34,001,Central,NJ
12140,,258,"Auburn, IN",Micropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",DeKalb County,Indiana,18,033,Central,IN
12180,,532,"Auburn, NY",Micropolitan Statistical Area,,"Syracuse-Auburn, NY",Cayuga County,New York,36,011,Central,NY
12220,,194,"Auburn-Opelika, AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Lee County,Alabama,01,081,Central,AL
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Burke County,Georgia,13,033,Outlying,GA
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Columbia County,Georgia,13,073,Central,GA
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Lincoln County,Georgia,13,181,Outlying,GA
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,McDuffie County,Georgia,13,189,Outlying,GA
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Richmond County,Georgia,13,245,Central,GA
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Aiken County,South Carolina,45,003,Central,SC
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Edgefield County,South Carolina,45,037,Outlying,SC
12300,,,"Augusta-Waterville, ME",Micropolitan Statistical Area,,,Kennebec County,Maine,23,011,Central,ME
12380,,462,"Austin, MN",Micropolitan Statistical Area,,"Rochester-Austin, MN",Mower County,Minnesota,27,099,Central,MN
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Bastrop County,Texas,48,021,Outlying,TX
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Caldwell County,Texas,48,055,Outlying,TX
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Hays County,Texas,48,209,Central,TX
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Travis County,Texas,48,453,Central,TX
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Williamson County,Texas,48,491,Central,TX
12460,,533,"Bainbridge, GA",Micropolitan Statistical Area,,"Tallahassee-Bainbridge, FL-GA",Decatur County,Georgia,13,087,Central,GA
12540,,,"Bakersfield, CA",Metropolitan Statistical Area,,,Kern County,California,06,029,Central,CA
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Anne Arundel County,Maryland,24,003,Central,MD
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore County,Maryland,24,005,Central,MD
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Carroll County,Maryland,24,013,Outlying,MD
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Harford County,Maryland,24,025,Outlying,MD
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Howard County,Maryland,24,027,Central,MD
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Queen Anne's County,Maryland,24,035,Central,MD
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore city,Maryland,24,510,Central,MD
12620,,,"Bangor, ME",Metropolitan Statistical Area,,,Penobscot County,Maine,23,019,Central,ME
12660,,357,"Baraboo, WI",Micropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Sauk County,Wisconsin,55,111,Central,WI
12680,,350,"Bardstown, KY",Micropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",Nelson County,Kentucky,21,179,Central,KY
12700,,148,"Barnstable Town, MA",Metropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Barnstable County,Massachusetts,25,001,Central,MA
12740,,,"Barre, VT",Micropolitan Statistical Area,,,Washington County,Vermont,50,023,Central,VT
12780,,538,"Bartlesville, OK",Micropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Washington County,Oklahoma,40,147,Central,OK
12820,,384,"Bastrop, LA",Micropolitan Statistical Area,,"Monroe-Ruston-Bastrop, LA",Morehouse Parish,Louisiana,22,067,Central,LA
12860,,464,"Batavia, NY",Micropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Genesee County,New York,36,037,Central,NY
12900,,,"Batesville, AR",Micropolitan Statistical Area,,,Independence County,Arkansas,05,063,Central,AR
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Ascension Parish,Louisiana,22,005,Central,LA
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,East Baton Rouge Parish,Louisiana,22,033,Central,LA
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,East Feliciana Parish,Louisiana,22,037,Outlying,LA
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Iberville Parish,Louisiana,22,047,Central,LA
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Livingston Parish,Louisiana,22,063,Central,LA
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Pointe Coupee Parish,Louisiana,22,077,Outlying,LA
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,St. Helena Parish,Louisiana,22,091,Outlying,LA
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,West Baton Rouge Parish,Louisiana,22,121,Central,LA
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,West Feliciana Parish,Louisiana,22,125,Outlying,LA
12980,,310,"Battle Creek, MI",Metropolitan Statistical Area,,"Kalamazoo-Battle Creek-Portage, MI",Calhoun County,Michigan,26,025,Central,MI
13020,,474,"Bay City, MI",Metropolitan Statistical Area,,"Saginaw-Midland-Bay City, MI",Bay County,Michigan,26,017,Central,MI
13060,,288,"Bay City, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Matagorda County,Texas,48,321,Central,TX
13100,,339,"Beatrice, NE",Micropolitan Statistical Area,,"Lincoln-Beatrice, NE",Gage County,Nebraska,31,067,Central,NE
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Hardin County,Texas,48,199,Outlying,TX
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Jefferson County,Texas,48,245,Central,TX
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Newton County,Texas,48,351,Outlying,TX
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Orange County,Texas,48,361,Central,TX
13180,,376,"Beaver Dam, WI",Micropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Dodge County,Wisconsin,55,027,Central,WI
13220,,,"Beckley, WV",Metropolitan Statistical Area,,,Fayette County,West Virginia,54,019,Central,WV
13220,,,"Beckley, WV",Metropolitan Statistical Area,,,Raleigh County,West Virginia,54,081,Central,WV
13260,,144,"Bedford, IN",Micropolitan Statistical Area,,"Bloomington-Bedford, IN",Lawrence County,Indiana,18,093,Central,IN
13300,,,"Beeville, TX",Micropolitan Statistical Area,,,Bee County,Texas,48,025,Central,TX
13340,,198,"Bellefontaine, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Logan County,Ohio,39,091,Central,OH
13380,,,"Bellingham, WA",Metropolitan Statistical Area,,,Whatcom County,Washington,53,073,Central,WA
13420,,,"Bemidji, MN",Micropolitan Statistical Area,,,Beltrami County,Minnesota,27,007,Central,MN
13460,,140,"Bend-Redmond, OR",Metropolitan Statistical Area,,"Bend-Redmond-Prineville, OR",Deschutes County,Oregon,41,017,Central,OR
13500,,,"Bennettsville, SC",Micropolitan Statistical Area,,,Marlboro County,South Carolina,45,069,Central,SC
13540,,,"Bennington, VT",Micropolitan Statistical Area,,,Bennington County,Vermont,50,003,Central,VT
13620,,,"Berlin, NH-VT",Micropolitan Statistical Area,,,Coos County,New Hampshire,33,007,Central,NH
13620,,,"Berlin, NH-VT",Micropolitan Statistical Area,,,Essex County,Vermont,50,009,Outlying,VT
13660,,266,"Big Rapids, MI",Micropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Mecosta County,Michigan,26,107,Central,MI
13700,,,"Big Spring, TX",Micropolitan Statistical Area,,,Glasscock County,Texas,48,173,Outlying,TX
13700,,,"Big Spring, TX",Micropolitan Statistical Area,,,Howard County,Texas,48,227,Central,TX
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,,,Dickenson County,Virginia,51,051,Outlying,VA
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,,,Wise County,Virginia,51,195,Central,VA
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,,,Norton city,Virginia,51,720,Central,VA
13740,,,"Billings, MT",Metropolitan Statistical Area,,,Carbon County,Montana,30,009,Outlying,MT
13740,,,"Billings, MT",Metropolitan Statistical Area,,,Golden Valley County,Montana,30,037,Outlying,MT
13740,,,"Billings, MT",Metropolitan Statistical Area,,,Yellowstone County,Montana,30,111,Central,MT
13780,,,"Binghamton, NY",Metropolitan Statistical Area,,,Broome County,New York,36,007,Central,NY
13780,,,"Binghamton, NY",Metropolitan Statistical Area,,,Tioga County,New York,36,107,Central,NY
13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Bibb County,Alabama,01,007,Outlying,AL
13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Blount County,Alabama,01,009,Outlying,AL
13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Chilton County,Alabama,01,021,Outlying,AL
13820,,142,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Jefferson County,Alabama,01,073,Central,AL
